read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
2524842,batch03,35.25,40.0,4,4,4,691,Etaa1os;Stard13,2
2524875,batch01,25.0,23.0,2,3,3,510,Gsta1;Pradc1;Gm33838,3
2524879,batch04,60.0,60.0,2,2,2,319,Aplp2,1
2524910,batch04,35.333333333333336,48.0,3,3,3,623,Mitf,1
2524968,batch03,40.0,60.0,3,3,3,461,Gm2427;Cacng2,2
2525045,batch01,60.0,60.0,2,2,2,433,Oxr1,1
2525275,batch01,60.0,60.0,1,2,2,413,Itfg1,1
2525329,batch04,38.0,38.0,2,2,2,301,Inpp4b,1
2525336,batch04,39.0,57.0,5,6,6,737,Gm21847;Gm35998,2
2525425,batch01,49.5,60.0,2,4,2,580,Wwox;Gm41414,2
2525483,batch03,35.75,41.0,1,4,2,1147,Plxna4,1
2525640,batch01,37.0,37.0,1,2,2,414,Gm6526,1
2525695,batch01,60.0,60.0,2,2,2,447,Qrfpr;Ilrun,2
2525698,batch01,30.666666666666668,32.0,3,3,3,646,Aknad1;Gm2832;Atp2b3,3
2525752,batch03,43.0,60.0,2,3,3,711,Gm19410,1
2525806,batch01,47.25,60.0,1,4,2,635,Pld1;Etv3l,2
2525920,batch04,43.5,43.5,2,2,2,446,9130221F21Rik;Lypla1,2
2525942,batch01,52.0,60.0,2,4,2,665,Prss59,1
2525960,batch04,47.333333333333336,60.0,1,3,2,770,6430548M08Rik,1
2526034,batch01,54.333333333333336,60.0,2,3,2,516,Ndufaf6;Supt3,2
2526115,batch04,52.75,58.5,2,4,2,719,Atp8b5;Dap3,2
2526300,batch04,60.0,60.0,2,3,3,600,Mtmr7,1
2526370,batch01,30.0,30.0,3,4,4,1043,Mid2,1
2526389,batch04,36.666666666666664,49.0,3,3,3,417,Nup62cl;Adcy1,2
2526557,batch01,34.0,34.0,2,2,2,413,Vmn2r63,1
2526797,batch04,42.75,53.5,2,4,3,495,Sh2d4b,1
2526807,batch04,42.25,54.0,3,4,3,737,Nacc1;Prkn,2
2526915,batch01,47.0,47.0,2,2,2,323,St3gal5,1
2526981,batch02,60.0,60.0,2,2,2,401,Slc39a11;Podxl2,2
2527120,batch01,37.5,37.5,1,2,2,350,Smg8;Trim37,2
2527133,batch04,60.0,60.0,2,2,2,395,Smurf2,1
2527136,batch03,58.333333333333336,60.0,1,3,2,653,Adra1b,1
2527150,batch03,60.0,60.0,2,2,2,629,Myh10;Zfr,2
2527171,batch04,51.8,60.0,1,5,2,836,Mdh1;4932414J04Rik;Trim37,3
2527270,batch04,44.75,53.0,2,4,2,863,Nsf;Wnt9b,2
2527344,batch04,60.0,60.0,2,2,2,429,Dennd2c,1
2527348,batch03,54.666666666666664,60.0,1,3,2,513,Sorbs2,1
2527382,batch01,41.666666666666664,60.0,2,3,3,736,Wdr54;Exoc6b,2
2527388,batch01,36.333333333333336,37.0,1,3,2,461,Rerg;Gucy2c,2
2527399,batch01,16.0,1.0,3,3,3,556,Vmn2r-ps96;Dpp6;Siah3,3
2527442,batch01,37.0,41.5,2,4,4,555,Cul1,1
2527510,batch03,45.0,45.0,2,2,2,513,Txndc16;1700030N03Rik,2
2527531,batch03,54.666666666666664,60.0,2,3,2,504,Taok1;Pip5k1b,2
2527565,batch03,10.0,6.0,3,3,3,384,Magi1,1
2527615,batch04,47.5,60.0,1,4,3,716,Magi1,1
2527623,batch01,38.75,47.0,3,4,3,717,Grid2,1
2527631,batch03,60.0,60.0,1,2,2,541,Tmcc1,1
2527634,batch03,56.5,56.5,2,2,2,362,Plekha8;Tll2,2
2527665,batch03,23.0,15.5,1,4,3,583,Wnt7a;Chchd6,2
2527720,batch03,35.0,35.0,1,2,2,594,Wdr17,1
2527772,batch04,50.0,59.0,2,4,3,703,Rln3;Dclk2,2
2527799,batch03,47.25,60.0,2,4,2,695,Pgbd5;Zng1,2
2527837,batch03,15.5,1.0,4,4,4,635,Axin1;Myh9,2
2527911,batch04,60.0,60.0,1,2,2,441,Rxfp2;Fry,2
2527975,batch01,21.333333333333332,3.0,3,3,3,491,Arhgap10,1
2527996,batch04,24.666666666666668,11.0,3,3,3,591,Fam185a,1
2528010,batch01,60.0,60.0,1,2,2,408,Gm15952,1
2528068,batch03,60.0,60.0,1,3,3,610,Mapk14;H2-DMa;Dnah8,3
2528149,batch01,44.666666666666664,60.0,2,3,2,437,Plb1;Cdh13,2
2528154,batch01,57.5,57.5,2,2,2,863,Gnai3,1
2528177,batch01,37.333333333333336,41.0,1,3,2,484,Mecom;Gm1527,2
2528282,batch03,51.166666666666664,60.0,4,6,5,942,Wwox;Plxna1,2
2528307,batch04,28.333333333333332,25.0,2,3,3,493,Chl1;Tmigd3,2
2528311,batch04,60.0,60.0,1,2,2,452,Dram2,1
2528439,batch01,28.5,26.5,3,4,4,715,Msmo1;Gm33838,2
2528488,batch04,24.333333333333332,12.5,3,6,3,1134,Letm1;Or6z5,2
2528573,batch03,45.0,45.0,2,2,2,407,Gprc5d,1
2528577,batch01,30.5,30.5,2,2,2,498,Gm3604;Fbxw10,2
2528660,batch04,40.0,60.0,3,3,3,667,St6galnac3,1
2528860,batch01,40.333333333333336,60.0,2,3,3,509,Cygb;Nalf1;Zfhx3,3
2528895,batch04,60.0,60.0,1,3,2,499,Adra1b,1
2528907,batch01,33.8,46.0,4,5,4,877,Fhit;Lrp5,2
2528919,batch03,22.25,22.0,4,4,4,521,0610030E20Rik,1
2528924,batch01,40.0,60.0,2,3,2,680,Snhg14,1
2528970,batch04,52.625,60.0,1,8,2,1197,Ccdc43;Meioc,2
2529013,batch01,60.0,60.0,1,3,2,622,Bdp1,1
2529036,batch04,50.5,50.5,1,2,2,320,Cacna2d4,1
2529077,batch02,40.4,60.0,3,10,5,1644,Gm5622;Pabir3,2
2529104,batch01,30.5,30.5,1,2,2,697,Wnt5b;Ano2,2
2529118,batch01,28.0,18.0,3,3,3,390,Gm33838;Fbxo45,2
2529184,batch01,45.0,60.0,3,4,3,720,Gm6705;Atp2b2,2
2529316,batch04,48.5,48.5,1,2,2,448,Zmat5,1
2529359,batch01,27.0,21.0,3,3,3,593,Tanc2,1
2529500,batch04,43.0,60.0,2,3,3,463,Smad1;Pole4;Gm45861,3
2529542,batch01,60.0,60.0,2,2,2,352,Htt;Csmd1,2
2529558,batch03,35.0,38.5,5,6,5,1017,Rps6ka2;Gm31135;Rbsn,3
2529679,batch04,46.5,51.5,2,4,3,619,Cbfa2t2,1
2529726,batch03,41.333333333333336,60.0,3,3,3,448,Csmd1;Mroh8,2
2529771,batch04,51.0,60.0,2,3,3,525,Klf8,1
2529775,batch03,30.5,30.5,2,2,2,407,Ankrd11,1
2529792,batch04,42.5,42.5,2,2,2,334,Ptpn4;4930517G24Rik,2
2529794,batch01,27.666666666666668,23.0,3,3,3,710,Atp11c,1
2529930,batch02,60.0,60.0,1,2,2,395,Wnt7a;Gm839,2
2529971,batch01,52.666666666666664,60.0,3,3,3,512,Zbtb20;Gm11668,2
2530000,batch04,33.8,48.0,5,5,5,1055,Cd48;Mfsd11,2
2530082,batch01,60.0,60.0,2,2,2,359,Reck,1
2530100,batch04,18.4,1.0,5,5,5,649,Slc39a11;Chl1,2
2530104,batch01,40.333333333333336,60.0,3,3,3,465,Rab11fip4,1
2530142,batch01,43.666666666666664,60.0,3,3,3,543,Zfhx3;Mettl8,2
2530281,batch03,42.666666666666664,38.0,3,3,3,667,Slc5a8,1
2530291,batch01,7.0,7.0,1,2,2,378,Ces1c,1
2530414,batch04,15.25,0.5,3,4,3,756,Vmn2r-ps43;Gm10644,2
2530490,batch04,53.75,60.0,2,4,2,558,Gm15614;Amph,2
2530692,batch02,55.0,60.0,1,4,3,721,Hipk2;Dgki,2
2530714,batch03,52.5,52.5,1,2,2,313,Zc3hav1,1
2530739,batch03,47.25,54.5,2,4,2,750,Creb3l2;Dock1,2
2530841,batch03,54.5,54.5,2,2,2,430,Vwf;Tnik,2
2530856,batch01,60.0,60.0,2,2,2,437,Dpy19l1;Vwf,2
2530896,batch01,46.5,46.5,1,2,2,347,Pard3,1
2530905,batch04,31.5,31.5,2,2,2,387,Gm56581,1
2530945,batch01,59.666666666666664,60.0,2,3,2,553,Sox5,1
2530951,batch01,60.0,60.0,2,2,2,453,Stox2,1
2530954,batch04,52.5,52.5,1,2,2,428,Unc5d,1
2530965,batch01,58.0,60.0,1,3,2,522,Add2;Magi1,2
2530968,batch04,37.333333333333336,48.0,1,3,2,463,Gm10444;Magi1,2
2530976,batch04,31.5,31.5,1,2,2,306,Git1,1
2530981,batch01,36.0,42.0,3,5,4,734,Chl1;Nalf1,2
2530983,batch04,56.0,56.0,2,2,2,371,Zfp354a,1
2531066,batch04,60.0,60.0,1,3,2,547,C2cd5,1
2531067,batch01,53.5,53.5,2,2,2,443,Gm41230,1
2531076,batch03,59.0,59.0,1,2,2,391,Wfdc1;Car5a,2
2531086,batch04,49.333333333333336,60.0,2,3,2,551,Tmem178b;Ubash3a,2
2531101,batch01,60.0,60.0,2,3,2,632,Aco1;Clcn3,2
2531120,batch01,60.0,60.0,2,3,3,568,Helz;Cyp4v3,2
2531239,batch01,60.0,60.0,2,2,2,424,Rbfox1,1
2531272,batch03,60.0,60.0,1,2,2,563,Gm50397,1
2531367,batch03,41.0,60.0,5,5,5,848,Large1;Fam222b;Morn1;Exoc6;Sp140l2,5
2531438,batch03,56.666666666666664,60.0,2,3,3,426,Bcar3;Cep41,2
2531474,batch03,51.75,55.0,1,4,3,833,Aebp2;Nr2c2;Ruvbl1,3
2531475,batch02,43.0,43.0,2,2,2,357,Cd28;Gm2814,2
2531542,batch03,23.0,8.0,3,3,3,577,Glra3,1
2531692,batch03,21.5,10.5,1,4,2,591,Gm26542;Maml1;Supt6,3
2531696,batch03,40.333333333333336,60.0,3,3,3,471,Lasp1;Ccdc110;Rph3a,3
2531742,batch03,59.666666666666664,60.0,1,3,2,709,Rai1;B4galnt2;4930412M03Rik,3
2531794,batch04,60.0,60.0,2,2,2,449,Irak2,1
2531898,batch01,41.75,37.5,3,4,4,556,Cetn4;Zfp972;Iqsec1;Serpini1,4
2531986,batch01,58.22222222222222,60.0,3,9,3,1406,Chd6;Rubcn,2
2532149,batch03,59.0,60.0,2,3,2,656,Ocln,1
2532357,batch04,60.0,60.0,1,2,2,897,Sptbn2;Cyb561a3,2
2532615,batch04,37.0,37.0,2,2,2,308,Bbs2,1
2532670,batch01,60.0,60.0,2,2,2,580,Kcnip1,1
2532677,batch04,38.4,34.0,3,5,3,707,Babam2;Rbfox2,2
2532762,batch04,40.0,60.0,3,3,3,608,Tango6;Gask1b,2
2532798,batch01,31.5,31.5,2,2,2,336,Lipc;Dennd2a,2
2532984,batch03,45.25,60.0,3,4,3,762,Ppp6r3,1
2533001,batch01,60.0,60.0,2,4,2,801,Gm20468;Arl3,2
2533041,batch04,41.5,41.5,2,2,2,282,Tango6;Gm31678,2
2533057,batch04,41.5,51.0,2,4,3,579,Gm55835;Txnrd2,2
2533319,batch01,40.333333333333336,60.0,2,3,3,540,Frmd4b,1
2533343,batch04,46.5,46.5,2,2,2,386,Zfp958,1
2533394,batch01,34.75,39.0,3,4,3,703,Gm36640,1
2533421,batch04,26.333333333333332,19.0,2,3,3,408,Sox2ot;Gm37240,2
2533465,batch01,46.0,57.0,3,5,3,807,Ccdc18;Phactr2,2
2533477,batch01,60.0,60.0,1,2,2,381,St6galnac3;Ak5,2
2533539,batch03,60.0,60.0,1,4,2,785,Actr2,1
2533658,batch01,33.0,36.0,3,4,3,538,Shroom1;Sp140l1,2
2533661,batch04,53.5,60.0,1,4,2,722,Dpp6;Kmt2c,2
2533697,batch01,49.0,49.0,2,2,2,422,Gm15738,1
2533757,batch01,60.0,60.0,1,3,2,559,Wwc2,1
2533776,batch03,41.666666666666664,60.0,1,3,2,583,Gm17359,1
2533968,batch03,60.0,60.0,2,3,2,503,Mgp,1
2533998,batch04,45.333333333333336,60.0,2,3,2,515,Lncpint,1
2534029,batch01,54.0,60.0,3,3,3,562,Gm45524,1
2534094,batch03,30.0,30.0,2,2,2,346,Vwa3b,1
2534110,batch01,39.666666666666664,45.0,3,3,3,595,Maea;Chl1,2
2534123,batch04,41.0,41.0,2,2,2,351,Gm45587,1
2534234,batch01,55.0,60.0,2,3,2,671,Atp2b2,1
2534295,batch03,55.0,60.0,1,5,2,859,Rab7;Flnc,2
2534299,batch03,60.0,60.0,1,3,2,468,Aebp1,1
2534321,batch04,47.5,47.5,2,2,2,415,Bmerb1,1
2534333,batch03,46.5,46.5,2,2,2,332,Tpra1;Mrtfb,2
2534356,batch04,60.0,60.0,1,2,2,460,Vps37a,1
2534362,batch01,47.0,47.0,1,2,2,380,Tmtc1,1
2534371,batch01,33.25,36.0,4,4,4,544,Septin9;Ptprg,2
2534740,batch04,22.333333333333332,6.0,3,3,3,1164,S100a2,1
2534770,batch01,60.0,60.0,1,3,2,596,Csmd1,1
2534923,batch04,51.0,60.0,3,4,4,767,Elavl1;Gm37240,2
2534991,batch04,60.0,60.0,2,2,2,331,Eri3;Sspo,2
2535031,batch01,60.0,60.0,1,3,2,641,Fbxo31;Cbfa2t3,2
2535046,batch03,29.0,27.5,3,4,3,630,Wwox,1
2535052,batch03,58.0,58.0,1,2,2,435,Zmat4,1
2535083,batch01,54.333333333333336,60.0,1,3,2,501,Nalf1,1
2535088,batch04,32.666666666666664,29.0,2,3,2,445,Gnao1;Gm4131;4930488L21Rik,3
2535092,batch03,45.25,60.0,1,4,2,637,Gm45723;Tex15,2
2535097,batch01,37.0,37.0,2,2,2,345,Zfp286,1
2535108,batch04,60.0,60.0,2,2,2,308,Fancl;Dipk1a,2
2535117,batch01,40.5,40.5,2,2,2,314,Nr3c2,1
2535144,batch03,54.0,60.0,3,3,3,618,Ctps2;Lpo;Brca2,3
2535173,batch01,51.4,60.0,1,5,4,810,Mtus1;Csmd1;Nrg1,3
2535186,batch04,60.0,60.0,1,2,2,338,Ces1b;Aktip,2
2535218,batch04,37.5,37.5,1,2,2,575,Rwdd4a;Cdh1,2
2535234,batch03,60.0,60.0,3,3,3,527,Klhl26,1
2535236,batch01,60.0,60.0,1,2,2,420,Cdh13,1
2535258,batch04,35.0,35.0,1,2,2,447,Arhgap10;Nr3c2,2
2535264,batch04,60.0,60.0,1,2,2,519,Tpte;Zmat4,2
2535282,batch01,27.666666666666668,37.0,3,3,3,433,Sox2ot,1
2535286,batch01,26.0,17.0,3,3,3,498,Vwf;Eml6,2
2535297,batch03,46.0,60.0,1,4,3,685,Sugp2;Gm45349,2
2535309,batch02,30.5,30.5,1,2,2,444,Csmd1,1
2535543,batch03,32.0,26.0,3,3,3,468,Cap2,1
2535600,batch04,60.0,60.0,2,2,2,368,Frmd4a,1
2535621,batch04,60.0,60.0,2,2,2,357,Sh2d3c;Ccdc146,2
2535652,batch03,60.0,60.0,1,3,2,633,Spag6l;Mrtfb,2
2535697,batch03,60.0,60.0,1,2,2,382,Anxa10,1
2535706,batch01,42.5,46.0,4,4,4,689,Garnl3;Chl1;Crebrf,3
2535726,batch01,57.0,57.0,2,2,2,329,Obox1,1
2535735,batch03,50.0,50.0,2,2,2,354,Psmd4;Csmd1,2
2535749,batch03,48.0,59.5,2,4,3,623,Hadh;Kcp,2
2535940,batch03,33.75,37.5,4,4,4,461,4930425L21Rik,1
2536106,batch01,41.2,42.0,3,5,3,770,Kmt2c,1
2536161,batch03,60.0,60.0,1,3,2,654,Prcc,1
2536229,batch04,40.5,46.5,3,4,3,697,Frmd4a;Mtmr3;Phtf2,3
2536244,batch04,48.333333333333336,60.0,3,3,3,435,Gm50328;Ssh3;Smtnl2,3
2536400,batch04,60.0,60.0,2,2,2,436,Tyw1;Btbd10,2
2536535,batch01,44.0,60.0,2,3,2,471,Lrriq4,1
2536551,batch01,47.2,60.0,2,10,3,1998,Nlrc5,1
2536570,batch03,60.0,60.0,2,2,2,345,Abcd3;Trdn,2
2536593,batch03,50.5,50.5,2,2,2,1188,Dram1;Unc5d,2
2536684,batch03,41.0,60.0,3,3,3,523,Eml6;Mtmr12,2
2536848,batch01,32.0,32.0,2,2,2,378,Abcd3,1
2536861,batch03,60.0,60.0,2,2,2,470,Bmal1;Chchd6,2
2536906,batch01,28.666666666666668,22.0,3,3,3,550,Ppm1e;Zfp704,2
2536925,batch03,41.75,53.0,1,4,2,742,Arhgef11;Col24a1,2
2536967,batch02,60.0,60.0,2,2,2,476,Pag1,1
2537099,batch03,47.0,60.0,3,3,3,662,Garnl3;Tnip3;Vac14,3
2537112,batch03,30.5,30.5,2,2,2,358,Tom1l2;Snhg14,2
2537133,batch04,60.0,60.0,4,5,4,915,Slc30a5;Gm35576,2
2537139,batch04,54.5,54.5,2,2,2,383,Gm44748,1
2537178,batch03,51.6,60.0,1,5,2,881,Armc3,1
2537227,batch03,60.0,60.0,1,2,2,400,Hsf2bp,1
2537263,batch04,46.4,60.0,1,5,2,1058,Etl4,1
2537288,batch04,60.0,60.0,2,3,2,621,Zfp385b,1
2537425,batch01,39.0,46.0,2,3,2,554,Brme1;Cyp3a57,2
2537439,batch01,60.0,60.0,2,2,2,492,Gm26542;Tmem132d,2
2537474,batch03,30.0,30.0,2,2,2,377,Gm44626,1
2537552,batch04,60.0,60.0,2,2,2,388,Comt;4930527F14Rik,2
2537632,batch04,31.75,33.5,3,4,4,534,Akap11;Fhit,2
2537682,batch04,39.75,49.5,4,4,4,815,Hira,1
2537737,batch03,60.0,60.0,2,3,2,524,Gm48703;Or2z9,2
2537763,batch03,48.0,48.0,2,2,2,515,Fam185a;Met,2
2537820,batch04,42.857142857142854,60.0,3,7,4,1116,Col23a1,1
2537857,batch04,44.666666666666664,60.0,2,3,2,441,Trim66,1
2538115,batch03,60.0,60.0,1,2,2,406,Gm44442,1
2538176,batch04,55.0,60.0,2,3,2,563,Cdk6,1
2538226,batch03,60.0,60.0,1,2,2,421,Or2y15;Mfsd11,2
2538240,batch04,48.0,60.0,1,3,2,537,Ahcyl2;2210408F21Rik,2
2538242,batch01,47.0,47.0,2,2,2,779,Stox2,1
2538248,batch01,58.666666666666664,60.0,1,3,2,466,Ppp4r2,1
2538260,batch02,60.0,60.0,2,2,2,371,Cfap210,1
2538272,batch01,40.0,60.0,3,3,3,593,Thrb,1
2538289,batch01,60.0,60.0,2,2,2,394,Sec24a;Klhdc10,2
2538328,batch03,59.666666666666664,60.0,1,3,2,475,Gm10415,1
2538339,batch04,57.666666666666664,60.0,3,3,3,548,Rimbp2;Mthfd2;Mcf2l,3
2538354,batch03,50.75,60.0,1,8,2,1195,Itpr2;Lmntd1,2
2538362,batch04,9.5,9.5,2,2,2,660,2610035D17Rik;Nek3,2
2538366,batch04,41.0,60.0,1,3,3,571,Fbxo8,1
2538368,batch02,35.333333333333336,45.0,3,3,3,473,Rtn4rl1;Cdh13,2
2538400,batch04,60.0,60.0,1,2,2,376,Gm17359,1
2538401,batch03,30.5,30.5,2,2,2,450,Ccdc7a,1
2538404,batch01,51.75,60.0,1,4,2,645,Spns3,1
2538496,batch01,60.0,60.0,2,2,2,430,Rsbn1l,1
2538582,batch03,60.0,60.0,1,3,2,555,Gm11033,1
2538602,batch03,36.5,36.5,1,2,2,464,Tex2;Gm31005,2
2538619,batch04,20.666666666666668,1.0,2,3,3,627,Gabbr2;Csmd1,2
2538665,batch01,23.5,23.5,2,2,2,351,Gxylt2,1
2538685,batch01,44.25,58.5,3,4,4,1010,Sass6;Lypla1;Xlr5a;Depdc1a,4
2538695,batch03,55.333333333333336,60.0,2,3,2,628,Gas7,1
2538704,batch03,60.0,60.0,2,3,2,554,Nf2;Gm20275,2
2538772,batch04,44.5,44.5,2,2,2,298,Mettl16,1
2538890,batch01,34.5,33.5,4,4,4,653,Slc2a9;Gm45894,2
2538895,batch01,43.666666666666664,60.0,3,3,3,623,Commd1b,1
2538960,batch01,40.0,60.0,2,3,3,440,Gm6676,1
2538970,batch01,35.333333333333336,35.0,3,3,3,463,2810404M03Rik,1
2539093,batch03,22.0,5.0,5,6,5,948,Chl1,1
2539105,batch04,20.4,4.0,4,5,4,755,Pcx,1
2539159,batch03,26.5,25.5,4,4,4,544,Gm21182;Pdzd2;Supt6,3
2539198,batch03,25.666666666666668,12.0,3,3,3,728,4933427D14Rik,1
2539371,batch01,23.0,30.0,2,3,3,461,Efcab12;Mitf,2
2539544,batch01,48.2,60.0,4,5,4,1227,Zdhhc14;Gm2396;Txnrd2,3
2539558,batch03,54.333333333333336,60.0,2,3,2,653,Mras;Snx16,2
2539682,batch03,23.6,6.0,3,5,4,833,Chl1,1
2539770,batch03,49.0,60.0,1,3,2,504,Etl4,1
2539800,batch01,40.0,60.0,3,3,3,572,Tmem238,1
2539831,batch01,34.5,34.5,1,2,2,442,Cacna1c,1
2539888,batch01,46.0,60.0,2,3,3,537,Caln1;Fzd10os;Sh3kbp1,3
2539901,batch03,45.333333333333336,60.0,2,3,3,637,Grip2;Chl1,2
2539958,batch02,60.0,60.0,2,3,2,580,Depdc5,1
2540076,batch02,48.857142857142854,60.0,1,7,2,981,Eef2kmt,1
2540114,batch03,31.5,31.5,2,2,2,347,Gm49439,1
2540184,batch04,46.0,46.0,2,2,2,325,Phc1,1
2540205,batch01,43.0,47.0,3,3,3,460,Usp53;Dync1i1,2
2540210,batch01,30.5,30.5,1,2,2,485,Klra14-ps;Hibadh,2
2540231,batch03,23.0,16.0,1,4,2,719,Atp7b,1
2540263,batch03,42.2,55.0,3,5,4,863,1700030F04Rik;Pparg;Gm12811,3
2540280,batch04,20.0,0.0,2,3,2,398,Sox5;Snhg14,2
2540557,batch03,45.25,60.0,3,4,3,746,Coq8a,1
2540652,batch03,40.333333333333336,60.0,2,3,3,476,Ttc19;Tspoap1;Gm33838,3
2540660,batch03,20.0,17.0,3,3,3,561,Zmat3;Exoc4;Tekt3,3
2540681,batch04,39.4,42.0,3,5,3,1036,Arhgap30;Ankrd11,2
2540691,batch03,9.666666666666666,10.0,1,3,2,579,Rnasel;Nmnat2,2
2540699,batch04,30.5,30.5,2,2,2,569,Actr1b,1
2540748,batch02,42.333333333333336,50.0,2,3,2,535,1600020E01Rik;Tia1,2
2540760,batch01,34.0,34.0,1,2,2,344,Marchf1,1
2540789,batch03,42.75,50.0,2,4,4,525,Cenpu;Gm45455;Gorasp2,3
2540809,batch01,31.5,31.5,2,2,2,469,Dab2,1
2540824,batch03,37.5,46.0,3,6,3,961,Sorbs2;Usp34,2
2540903,batch04,60.0,60.0,2,2,2,544,Rbpms,1
2540910,batch01,53.5,53.5,2,2,2,395,Nrg1,1
2540933,batch01,51.0,51.0,2,2,2,437,Etv6;Smim31,2
2540963,batch01,60.0,60.0,1,2,2,614,Gm31135;Gm45781,2
2541067,batch01,37.0,47.0,3,3,3,459,Ypel2;Tead4,2
2541082,batch04,47.166666666666664,60.0,3,6,3,1053,Fry,1
2541103,batch03,60.0,60.0,2,2,2,637,Ntn1,1
2541107,batch03,60.0,60.0,1,2,2,351,Hipk2;Trim24,2
2541127,batch03,42.0,60.0,2,3,2,654,Mrps31;Prickle2,2
2541168,batch02,49.5,60.0,3,4,3,573,A830008E24Rik;Galnt2,2
2541172,batch01,60.0,60.0,1,4,2,778,Wdr95;Gm42556;Fry,3
2541342,batch04,24.2,18.0,3,5,4,569,Rap1gap2,1
2541410,batch01,59.666666666666664,60.0,2,3,2,526,Gm28539;Clybl,2
2541428,batch01,33.666666666666664,41.0,2,3,3,434,Sox5,1
2541652,batch03,24.333333333333332,12.0,3,3,3,584,Vax2os;Dnah1,2
2541730,batch03,60.0,60.0,2,2,2,452,Arid1b,1
2541769,batch01,26.428571428571427,11.0,2,7,4,938,Defb7;2810404M03Rik,2
2541889,batch03,34.75,39.5,3,4,3,565,Mettl16;Ube2s,2
2541961,batch03,60.0,60.0,1,2,2,404,Atmin,1
2541975,batch01,60.0,60.0,2,3,2,689,Baz2b,1
2542071,batch04,22.0,22.0,1,2,2,399,H2-M10.6;H2-M10.4,2
2542084,batch01,56.333333333333336,60.0,3,3,3,813,Cdc5l;Sdk2,2
2542220,batch03,60.0,60.0,2,2,2,331,Plekhg1,1
2542222,batch04,40.5,46.5,2,4,3,912,Plekhg1;Ankrd36,2
2542253,batch04,60.0,60.0,1,2,2,710,Fndc3b;Gabpb2,2
2542260,batch04,60.0,60.0,2,2,2,446,Lrba;Adk,2
2542262,batch03,60.0,60.0,1,2,2,406,Dapp1,1
2542322,batch04,60.0,60.0,2,2,2,423,Ctss,1
2542354,batch04,25.666666666666668,14.0,3,3,3,773,Bank1,1
2542365,batch03,46.5,60.0,1,4,2,620,Pex5l;Gm37459,2
2542548,batch02,33.0,28.0,2,3,2,487,Ppp1r9a,1
2542624,batch01,49.0,60.0,3,3,3,594,Unc5d;Vps13d,2
2542698,batch04,22.0,25.0,1,3,2,519,Sema4a,1
2542819,batch01,34.2,44.0,2,5,3,695,Lpo,1
2542871,batch04,60.0,60.0,3,3,3,566,Foxp1;Gm15318,2
2542890,batch01,17.333333333333332,4.0,3,3,3,408,Gm7706;Pigb,2
2542898,batch01,41.333333333333336,60.0,2,3,2,504,Stambp;Atf7ip2,2
2542953,batch01,39.666666666666664,37.0,2,3,2,402,Lrba,1
2543036,batch01,32.0,32.0,2,2,2,367,Tgfa,1
2543043,batch04,48.5,48.5,1,2,2,406,Nlrc5;Thap1,2
2543159,batch03,60.0,60.0,1,2,2,407,Fhip1a,1
2543165,batch01,40.0,60.0,2,3,3,463,Wwtr1;Kirrel,2
2543170,batch01,43.666666666666664,60.0,2,3,2,541,Zfp882;Or2z9;Fcrl5,3
2543222,batch04,42.5,42.5,1,2,2,308,Gm15346,1
2543407,batch04,60.0,60.0,2,3,2,581,Ern1;Arhgap26,2
2543467,batch01,53.0,53.0,2,2,2,380,Lep;Stpg2,2
2543479,batch03,60.0,60.0,2,2,2,411,Antxr1,1
2543491,batch04,49.2,60.0,1,5,3,747,Rybp,1
2543544,batch01,49.4,60.0,1,5,2,766,Ogg1;Wnk1;Camk1,3
2543545,batch04,60.0,60.0,1,3,2,630,9530026P05Rik,1
2543580,batch01,30.25,30.5,4,4,4,687,4930455J16Rik,1
2543683,batch02,56.0,56.0,2,2,2,451,Gbp5;Mpv17l,2
2543861,batch04,60.0,60.0,2,3,2,553,Nol8;Ep400,2
2543914,batch01,50.0,50.0,1,2,2,327,Myh13,1
2543942,batch04,33.0,35.5,3,4,3,785,Platr25,1
2544035,batch01,40.333333333333336,60.0,3,3,3,566,Dpp6;Kcnj12,2
2544129,batch03,48.0,48.0,2,2,2,449,Thsd4;Etv6,2
2544483,batch01,55.285714285714285,60.0,3,7,4,1184,Acaca;Sclt1,2
2544489,batch01,31.0,27.0,1,3,2,791,Rnf150,1
2544495,batch04,23.75,17.5,4,4,4,560,Gm26630;Asb3,2
2544524,batch04,57.0,57.0,2,2,2,504,Clcn4;Insr,2
2544553,batch01,60.0,60.0,1,2,2,396,Vmn2r27,1
2544599,batch01,60.0,60.0,1,2,2,328,Gm45861;Nrg1,2
2544641,batch03,44.666666666666664,60.0,2,3,2,435,Mapt,1
2544667,batch04,56.0,60.0,3,3,3,647,Mmaa;Tenm4;Mfn1,3
2544822,batch03,60.0,60.0,2,2,2,709,1700030F04Rik;Dgkh,2
2544856,batch01,60.0,60.0,1,3,3,468,Gm30605;Nr3c2;Inpp4b,3
2544889,batch01,44.166666666666664,57.5,1,6,4,856,Tox3;Vat1l;Cdh13,3
2544901,batch03,22.333333333333332,6.0,3,3,3,500,Hhip,1
2544914,batch04,28.0,13.0,2,5,3,668,Eml6;Cobl,2
2544962,batch03,60.0,60.0,1,4,2,619,Ap3m2;Ckap2;Nek3,3
2544965,batch03,60.0,60.0,2,2,2,406,Gm11767;Lhfpl4,2
