read_index,basename,mean_mapq,median_mapq,n_chromosomes,order,n_bins,read_length_bp,genes,n_genes
710115,batch04,60.0,60.0,1,2,2,906,Mink1;Ssh2,2
710119,batch03,54.2,60.0,2,10,3,3562,Prickle2;Spred2;Pus10,3
710132,batch04,60.0,60.0,2,2,2,2045,Nf1,1
710133,batch01,45.5,60.0,1,4,2,1322,Cep112,1
710202,batch04,60.0,60.0,1,2,2,1241,Cuedc1;Tspoap1,2
710285,batch03,23.2,8.0,2,5,3,1529,Nup88,1
710289,batch03,52.166666666666664,60.0,1,6,2,2266,Flg2,1
710306,batch04,21.727272727272727,1.0,2,11,5,3180,Chl1,1
710498,batch04,38.166666666666664,47.5,3,6,4,1629,Rab11fip4;Gm2832,2
710601,batch02,22.0,13.5,2,4,2,1962,Caln1;Ano2,2
710602,batch03,60.0,60.0,2,6,2,2649,Gm36548;Cdk6;Lrrd1;Fkbp5,4
710639,batch01,60.0,60.0,1,6,3,2172,Fgd5;9330102E08Rik,2
710711,batch01,60.0,60.0,1,5,3,2389,Fut10,1
710793,batch02,45.8,60.0,1,10,6,3742,Col4a2;Csmd1;Sh3rf1,3
710835,batch03,36.27272727272727,49.0,1,11,2,3612,Gm43768;Snx27,2
710907,batch03,60.0,60.0,2,7,2,2534,Gm36548;Cdk6;Lrrd1;Fkbp5,4
710917,batch01,37.5,44.5,4,4,4,1567,4930511M06Rik;Shroom3,2
711030,batch03,39.5,47.0,2,6,4,1380,Ikbkb;Zfhx3,2
711032,batch03,50.0,60.0,2,3,3,1047,Rab11fip4;Galnt2,2
711046,batch04,51.666666666666664,60.0,1,3,2,817,Gm6503;Galntl6,2
711099,batch04,55.625,60.0,2,8,3,2835,Cdc42ep5;Lrsam1;Stxbp1,3
711108,batch01,49.75,60.0,1,4,4,1710,Hydin;Cfdp1;Cdh13;Adgrg3,4
711136,batch04,44.4,51.0,2,5,4,1329,Pard3;Ccdc7a,2
711140,batch04,29.6,14.0,4,5,5,1700,Gnao1;Inpp4b,2
711150,batch01,60.0,60.0,1,2,2,909,Gab1;Elavl1,2
711152,batch04,45.0,60.0,1,4,3,1535,Gm31135;4930453L07Rik,2
711154,batch04,55.833333333333336,60.0,1,6,4,2053,Yju2b;Adgrl1;Colgalt1;Mri1;Cacna1a;Adam9,6
711171,batch01,56.27272727272727,60.0,1,11,2,3249,Ces2a;Phaf1;Wwox,3
711182,batch03,60.0,60.0,1,5,2,2565,Wwox;Gm8167,2
711196,batch04,50.0,60.0,2,4,2,1618,Ubr3;Smpd3;Myo3b,3
711201,batch04,60.0,60.0,1,4,2,1374,Plcg2,1
711202,batch04,60.0,60.0,1,4,3,1573,9530052E02Rik;Gm44788;Gm16553,3
711271,batch01,60.0,60.0,1,3,3,1433,Wwox,1
711286,batch04,60.0,60.0,2,2,2,910,Nptn,1
711299,batch04,44.54545454545455,60.0,1,11,5,3845,Wwox;Hdnr;Slc6a2,3
711304,batch01,48.0,60.0,3,5,4,1604,Vps50;Cul1,2
711308,batch01,60.0,60.0,2,3,2,1401,Pdcd1lg2;Gm31243;Slc39a8,3
711431,batch04,37.625,60.0,2,8,5,2725,Gm20778;Fbxo8,2
711432,batch04,45.0,60.0,1,8,4,2699,Fbxo8;Potefam3e,2
711438,batch04,51.0,60.0,1,3,2,1081,Tac1,1
711455,batch01,45.5,48.5,2,4,2,1729,Tafa4;Arih1;Frmd4b,3
711463,batch01,33.583333333333336,33.5,1,12,3,3162,Wrn;Nalf1,2
711501,batch03,44.4,60.0,1,5,2,1757,Cfap92;4930590J08Rik,2
711520,batch01,60.0,60.0,1,4,3,2143,Nr2c2;9530026P05Rik;Magi1,3
711521,batch04,30.25,30.5,1,4,2,1849,Syn2,1
711535,batch04,48.5,60.0,1,8,3,3198,Exoc4;Chchd3,2
711536,batch04,51.166666666666664,60.0,1,6,4,2501,Atp2b2;Bcl2l14;Chl1,3
711539,batch01,36.4,60.0,3,5,4,1493,Arhgef28;Wnt5b;Tet3,3
711541,batch04,60.0,60.0,1,3,2,1316,Fhit,1
711557,batch01,60.0,60.0,2,2,2,948,9130227L01Rik;Cdk11b,2
711602,batch04,51.333333333333336,60.0,1,3,2,1898,4932416K20Rik,1
711652,batch04,53.125,60.0,3,8,3,1824,Phkb;Clps;Lhfpl5;Fkbp5;Gm41506;Anks1,6
711717,batch03,41.5,41.5,2,2,2,809,Snx27;Pdzd2,2
711837,batch04,13.666666666666666,1.0,2,3,2,1128,Speer4cos;Hnrnpf,2
711880,batch04,45.0,59.5,4,4,4,1251,Gon4l;Hrh1,2
711890,batch04,60.0,60.0,1,2,2,1122,Gm26994;Iqcm,2
712166,batch01,60.0,60.0,2,5,2,2468,Gm40038;Adam10;1700052H01Rik,3
712205,batch04,40.333333333333336,60.0,2,3,2,1089,Tmtc1;1700030N03Rik,2
712218,batch04,59.63636363636363,60.0,4,11,4,4292,Nipsnap1;Gbf1;Clybl;Arhgef10;Zmat5,5
712350,batch04,51.57142857142857,60.0,1,7,3,3259,Mast1,1
712408,batch04,39.0,43.5,2,4,3,997,Rtn4r;Zdhhc8,2
712409,batch03,49.0,60.0,3,4,4,1427,Rnf168;Tulp4;Nup153,3
712418,batch01,59.75,60.0,1,4,2,1269,Wdpcp,1
712488,batch01,46.666666666666664,60.0,5,9,5,2880,Cbfb;Uroc1;Gm3373,3
712709,batch01,48.5,58.5,1,6,2,1934,Clec4g;Gm16553,2
712735,batch02,54.8,60.0,1,5,3,1829,Ednra,1
712814,batch04,44.42857142857143,60.0,2,7,3,2723,Mink1;Gm29501;Fcho2,3
712876,batch02,60.0,60.0,2,3,3,2173,Wdpcp;Dhdds,2
712948,batch04,60.0,60.0,3,4,3,1630,Cwc25;Gm20696;Lima1,3
713013,batch03,30.0,30.0,2,2,2,831,Cyp3a41b,1
713029,batch04,52.6,60.0,1,5,2,1669,Bltp1;Adad1,2
713170,batch03,60.0,60.0,2,3,2,1198,Smad9;Chchd6,2
713174,batch01,46.666666666666664,60.0,1,3,2,962,Itpr2;Lmntd1,2
713322,batch01,41.666666666666664,60.0,1,9,4,2413,Hsdl1;Gm28515;Cdyl2;Cnot1,4
713334,batch04,54.333333333333336,60.0,1,6,2,1943,Gm37389,1
713380,batch03,60.0,60.0,1,3,2,1197,Txnrd2,1
713410,batch04,45.75,53.5,2,4,3,1893,Vmn1r54,1
713443,batch01,54.111111111111114,60.0,4,9,4,2692,Glra3;Snca,2
713508,batch04,32.54545454545455,16.0,1,11,3,2908,Or2z9;Or2z8,2
713519,batch01,43.0,49.5,2,4,3,1047,Septin9;Slc35e2,2
713527,batch04,60.0,60.0,2,5,2,1933,Rsph1;D030068K23Rik;Gm50252;Gm50242;Zfhx3,5
713539,batch04,60.0,60.0,1,4,3,1523,Zmat4,1
713551,batch04,39.45454545454545,60.0,3,11,5,3244,1810012K16Rik;Dctd;Tpte;Chl1,4
713554,batch04,60.0,60.0,2,4,3,1513,Ldhd;Rngtt;Nfix,3
713557,batch04,57.0,57.0,1,2,2,1232,Kifc3;Terb1,2
713559,batch03,58.5,60.0,1,6,3,1807,Marchf1;Nalf1;Dlgap2,3
713567,batch04,60.0,60.0,1,6,3,1799,Gmip;Nrp1;Pard3,3
713589,batch04,57.0,60.0,1,6,3,2289,Trmt9b;Dlc1;Tex15,3
713610,batch01,50.75,60.0,1,4,2,1131,Pdlim3,1
713616,batch01,60.0,60.0,1,5,2,2516,Gm6100;Gm29243,2
713648,batch03,57.5,60.0,1,6,2,1925,Gm35021;Gm34419,2
713674,batch04,60.0,60.0,2,2,2,786,Zbtb20,1
713679,batch03,60.0,60.0,1,3,2,983,Marchf1;Nat2,2
713687,batch01,58.25,60.0,1,4,2,1722,1110002E22Rik;Gm5105;Ank2,3
713692,batch03,60.0,60.0,2,4,2,2239,Gm3143;Gm38505;Cyp26b1,3
713730,batch04,30.0,30.0,3,4,4,1246,Supt20;Pik3ca,2
713735,batch04,60.0,60.0,1,3,2,942,Vwa8,1
713925,batch04,41.333333333333336,60.0,1,3,2,1506,Siah3,1
713930,batch01,57.0,57.0,2,3,3,1021,Pik3ca,1
713948,batch04,47.0,60.0,2,12,4,4034,Cplx1,1
713968,batch04,60.0,60.0,3,3,3,1335,Pde9a,1
713982,batch03,58.0,60.0,2,3,3,1451,Gm42610;Ryr2,2
714087,batch04,58.4,60.0,2,5,3,1903,Casz1;Gm50482;Napepld,3
714106,batch01,60.0,60.0,2,3,2,1181,Naa25,1
714206,batch03,57.25,60.0,2,8,5,2977,Tll1;Ehbp1;Wdpcp;Slc1a4,4
714316,batch01,58.0,60.0,2,4,3,1862,Aadacl4fm2;Cdon,2
714441,batch03,40.0,30.0,1,5,3,1358,Cacna1c,1
714457,batch01,60.0,60.0,1,2,2,794,Gm2366,1
714527,batch03,53.666666666666664,60.0,1,12,3,3323,Foxp2;Pdzrn3,2
714611,batch04,55.25,60.0,1,12,6,4232,Acsf3;Aktip;Fto;Tent4b;Drc7,5
714707,batch03,46.0,46.0,2,2,2,813,Ralgps1,1
714822,batch03,60.0,60.0,3,6,3,2189,9630028I04Rik;Reps2,2
714919,batch03,60.0,60.0,1,2,2,905,Snd1,1
714953,batch03,60.0,60.0,2,2,2,1097,Zfand4,1
714966,batch02,57.333333333333336,60.0,2,6,3,2778,Ddhd2;Plekha2;Nsd3;1700047A11Rik,4
714971,batch04,40.0,60.0,2,3,2,894,Aak1,1
714985,batch04,36.857142857142854,47.0,1,7,3,2608,Dynlt2a2;Gm7030;Ermard;Or14j7;Prr3;BC023719,6
714994,batch01,48.44444444444444,60.0,2,9,2,3172,Ccdc7a,1
715015,batch03,60.0,60.0,2,3,2,1066,2610035D17Rik;Lrp6,2
715016,batch01,56.625,60.0,1,8,3,2335,Sox5;Syn2,2
715039,batch01,55.4,60.0,1,20,3,4670,Hipk2;Klrg2;Capza2;Clec2l,4
715047,batch04,53.44444444444444,60.0,1,9,5,3348,Magi1;Nup210;Dysf;Smarcad1;Hpgds,5
715061,batch04,32.0,35.5,3,6,4,2216,Ccr6;Gm49721;Cep43,3
715070,batch04,60.0,60.0,1,3,2,1092,Cmip,1
715135,batch01,55.6,60.0,1,5,3,1534,Tap2;Gm38551;Prkn,3
715148,batch03,57.75,60.0,1,4,2,1311,Btnl1;Zfp942,2
715169,batch04,47.25,60.0,1,4,2,1178,Bbs7,1
715182,batch04,60.0,60.0,1,3,3,1642,Smtnl2,1
715211,batch01,48.5,60.0,2,8,2,2418,Cdc42ep4;Rnf150;Slc39a11,3
715218,batch04,49.142857142857146,60.0,1,7,3,2418,Sec24a;Fam117a,2
715245,batch02,33.4,34.0,1,5,2,1581,Kremen1,1
715248,batch01,52.333333333333336,60.0,1,6,2,2148,Specc1;Prpsap2;Ulk2;Lrrc75a,4
715477,batch01,60.0,60.0,1,2,2,1186,Tex15,1
715502,batch01,60.0,60.0,1,12,2,3268,Pigl;Ncor1;Slc22a4,3
715657,batch01,47.5,60.0,2,8,3,2486,Septin12;Clec16a;Glis2,3
715742,batch04,43.857142857142854,60.0,3,7,4,2742,Uhmk1;Gm14569;Nos1ap,3
715753,batch03,41.5,41.5,1,2,2,771,4930555F03Rik;Adam26a,2
715756,batch04,52.0,52.0,1,2,2,804,Mtmr7;Htra4,2
715759,batch01,46.875,60.0,1,8,3,2310,Adgrl1;Enkd1,2
715760,batch04,60.0,60.0,1,6,3,2144,Gm45720;Mbtps1;Cdh13,3
715761,batch01,50.375,60.0,2,8,4,2332,Fbxl13;G630064G18Rik;Sorbs2,3
715784,batch01,49.875,60.0,1,8,2,2745,Dhps;Fbxw9,2
715785,batch04,53.25,60.0,1,4,2,1336,Aktip;Amfr;Chd9,3
715823,batch04,57.666666666666664,60.0,2,6,2,2588,Zgrf1;Alpk1,2
715825,batch04,60.0,60.0,2,3,2,1925,Mecom;Smc5,2
715847,batch04,30.0,30.0,2,2,2,966,Sox2ot;Gm29502,2
715851,batch01,51.57142857142857,60.0,1,7,3,1921,Dlc1;Il34;Cdh3,3
715858,batch03,54.833333333333336,60.0,2,6,2,2432,G630064G18Rik,1
715890,batch04,36.285714285714285,40.0,2,7,5,2373,Ncr1;Usp29,2
715976,batch03,60.0,60.0,1,5,3,1453,Nkd1;Unc5d;Mylk3,3
715988,batch03,55.25,60.0,1,8,2,2700,Gon4l;Lrba;Gm43713;Msto1;Rit1;5830417I10Rik,6
715997,batch04,50.666666666666664,60.0,1,6,2,3349,2810404M03Rik,1
716002,batch03,48.2,60.0,2,10,4,3763,Glra3;Tenm3;Hand2os1,3
716035,batch04,37.142857142857146,60.0,3,7,5,2114,Tenm3,1
716050,batch04,42.75,59.0,2,8,4,2521,Tusc3;Cmip,2
716066,batch01,30.0,30.0,2,4,3,1293,Ccdc7b;Ankrd11;Ccdc7a,3
716068,batch03,60.0,60.0,1,2,2,1248,Nalf1,1
716135,batch04,54.666666666666664,60.0,3,9,4,2873,Crtc1;Ddx49;Sugp2;Prickle2;Nxnl1;Rfxank;Cope,7
716138,batch03,50.2,60.0,1,5,3,1598,Nox3;Prkn,2
716200,batch04,49.666666666666664,60.0,1,6,2,1333,Frg1;Gm45075,2
716230,batch04,60.0,60.0,2,3,2,1024,Ntrk2,1
716249,batch01,56.0,60.0,1,8,5,3661,Cacna1a,1
716471,batch04,60.0,60.0,2,3,2,1429,Dleu2;Gm27017,2
716517,batch03,57.5,60.0,2,4,3,3128,Spop;Piezo1;Abcb10,3
716527,batch03,39.5,39.5,1,2,2,719,Itpr2,1
716606,batch01,44.857142857142854,60.0,2,7,3,2152,Bola3;Cd207,2
716641,batch03,60.0,60.0,1,3,2,1431,Sh3d19,1
716706,batch01,42.857142857142854,60.0,4,7,4,2750,Kcnd3,1
716894,batch01,53.0,60.0,2,7,4,3166,Nalf1,1
716928,batch04,58.75,60.0,1,4,2,1699,Ahctf1;Lamc2,2
716973,batch03,39.625,49.0,2,8,3,2401,Foxp1;Gm52870;Adamts9,3
716983,batch01,60.0,60.0,2,2,2,1050,Gimap3,1
716990,batch04,60.0,60.0,3,5,4,2485,Arpc1b;Mast4;Bhlhe41,3
717008,batch01,42.6,60.0,2,5,2,1784,Tafa4;Arih1;Frmd4b,3
717080,batch04,57.6,60.0,1,10,2,2870,Krcc1;Smyd1;Serbp1;Gm44321,4
717145,batch01,60.0,60.0,1,2,2,1151,Amfr,1
717292,batch04,60.0,60.0,1,3,2,1440,Tmem178b,1
717313,batch04,30.5,30.5,2,2,2,1396,Polr2d,1
717322,batch04,45.25,60.0,3,4,3,1400,Kansl1,1
717335,batch02,45.25,60.0,2,4,3,1288,Zfp286;Pipox,2
717336,batch01,43.6,60.0,1,5,4,1457,Fcho1;Slc35e1;Nrg1,3
717394,batch04,10.5,1.0,1,6,2,1627,Unc5d,1
717398,batch04,49.166666666666664,55.0,2,6,4,2129,Brwd3,1
717434,batch01,60.0,60.0,1,2,2,1084,Magi1,1
717448,batch01,59.333333333333336,60.0,2,3,2,1174,Prkn,1
717525,batch03,43.142857142857146,60.0,1,7,4,1737,Acsl1;Ttc29,2
717585,batch01,59.5,59.5,1,2,2,981,Myo1c,1
717610,batch03,34.0,41.0,3,3,3,1048,Sgms2,1
717723,batch04,60.0,60.0,1,2,2,913,Sox5,1
717724,batch01,59.0,60.0,1,4,2,1219,Bptf,1
717763,batch01,57.75,60.0,2,4,2,1439,Vmn2r111,1
717924,batch01,60.0,60.0,1,9,2,3723,Poln;Fam185a,2
717941,batch01,47.142857142857146,60.0,3,7,4,1960,Lrig1;Fgl1,2
717956,batch01,22.5,22.5,2,2,2,778,Clvs2,1
717982,batch01,60.0,60.0,2,3,2,1371,Pkd1l1;Nelfa,2
718003,batch01,44.4,60.0,2,5,3,2095,Scarb2;Ccdc18,2
718267,batch03,45.75,60.0,3,4,4,1246,Dlc1;H2az2;Zhx2,3
718274,batch01,60.0,60.0,1,2,2,1452,2500002B13Rik,1
718276,batch04,52.857142857142854,60.0,2,7,4,2132,Fto;Gm30605,2
718287,batch01,60.0,60.0,1,2,2,917,Gm11033,1
718299,batch01,60.0,60.0,3,4,3,1161,Lingo4;Gm14643,2
718328,batch04,37.0,60.0,3,5,4,1710,Nelfa,1
718395,batch04,54.75,60.0,3,4,4,1200,Dync1i1;Hsf5;Akr1d1;Art3,4
718415,batch04,50.5,60.0,1,6,3,2276,Gpr19;Hebp1;Atf7ip;Borcs5,4
718439,batch04,50.0,60.0,1,5,3,1520,Nalf1;Mcph1;Gm16725;Gm44761,4
718480,batch04,45.25,60.0,2,4,3,1494,Zzef1;Rap1gap2,2
718646,batch01,34.714285714285715,35.0,1,7,3,2309,Pramel16;Pramel31;Pramel20,3
718706,batch04,32.0,32.0,2,2,2,1185,1700030N03Rik,1
718707,batch01,40.0,60.0,1,3,3,1354,Pex14;Zfp600,2
718708,batch04,60.0,60.0,2,2,2,1042,Col24a1,1
718774,batch04,48.2,60.0,3,5,4,1908,Ash1l;Sh2d4a;Ftx,3
718853,batch03,60.0,60.0,1,3,2,1201,Specc1;Zmiz2,2
718893,batch02,60.0,60.0,2,5,3,2209,Tns3;Fcho2,2
718932,batch04,52.0,60.0,2,3,3,1266,Gm11431;Rph3al,2
718961,batch01,54.25,59.5,1,4,2,1316,Marchf10;Crhr1,2
718974,batch01,60.0,60.0,2,6,3,1666,Nf1;Dnaaf10,2
718986,batch01,51.25,60.0,1,24,2,4602,Chchd6,1
719138,batch02,60.0,60.0,1,2,2,898,Cmas,1
719145,batch04,45.42857142857143,60.0,2,7,4,1819,Skap2;Slc6a6;9530026P05Rik,3
719171,batch04,26.666666666666668,20.0,3,3,3,1011,Plxna4,1
719183,batch01,44.6,55.0,2,10,4,3828,Cdk6;Trappc11;Gm45512;AY512931,4
719185,batch01,60.0,60.0,1,3,2,1390,Gm31135,1
719192,batch01,59.6,60.0,1,5,3,1638,Zdhhc2;Sorbs2;Gm19744,3
719227,batch04,51.25,59.0,3,12,5,2621,Pag1;Ahctf1;Rprd1b,3
719241,batch01,60.0,60.0,2,3,2,1663,Gm56496;Rtn4;Ankhd1,3
719279,batch04,60.0,60.0,1,4,3,2177,Shq1;Tacr1;Iqsec1,3
719398,batch03,60.0,60.0,2,2,2,1181,Smarcc1,1
719416,batch04,55.42857142857143,60.0,2,7,2,1915,4930417O13Rik;Micos10;Plekhg6,3
719426,batch04,60.0,60.0,2,5,3,1937,Grip2;Kdm5a;Ccdc77,3
719439,batch04,55.0,60.0,2,5,3,1554,Slc4a9;Elp2,2
719463,batch03,60.0,60.0,1,2,2,1641,Lamc1;Nmnat2,2
719473,batch04,60.0,60.0,1,3,3,945,Tfec;Met,2
719475,batch03,50.166666666666664,60.0,3,6,4,2660,Rab19;Rbm28;Ubn1,3
719479,batch04,50.3,60.0,1,10,2,3686,Ddx60,1
719496,batch04,60.0,60.0,1,3,3,1403,Tfec;Met,2
719506,batch04,25.23076923076923,14.0,4,13,5,3801,Zfp800;Aff2;Fscn3,3
719510,batch01,48.2,60.0,2,5,4,1765,Clstn3;Magi1,2
719545,batch03,60.0,60.0,1,7,2,2170,Sox5;Gm10415,2
719551,batch03,60.0,60.0,2,4,3,1799,Vangl2,1
719559,batch01,39.75,41.0,1,4,2,1193,Gsdme;Plxna4,2
719570,batch01,60.0,60.0,1,5,3,1820,Creb5;Cpvl;Gm44178;Chchd6,4
719596,batch04,60.0,60.0,2,3,2,1210,Vps50;Fam120a,2
719601,batch04,60.0,60.0,1,3,2,1595,Erc1;Frmd4b,2
719745,batch04,60.0,60.0,1,2,2,1012,Ano2,1
719962,batch03,31.875,37.5,3,8,5,2039,Gm21811;Tex45;Gm3453;Chtf8;2610005L07Rik,5
719968,batch04,10.333333333333334,1.0,3,6,4,1399,Ski;4930469K13Rik,2
720036,batch04,60.0,60.0,1,4,2,1854,Gm19165;Ppp1r9a,2
720120,batch01,56.5,60.0,1,8,4,3370,Marchf1;Glra3,2
720126,batch02,60.0,60.0,1,4,3,1578,Adgrl1;Gm10644,2
720153,batch01,60.0,60.0,3,3,3,1246,Chd9;Gm50270;Gm17058,3
720210,batch01,44.0,60.0,2,6,4,2156,Ppp1r9a,1
720503,batch01,60.0,60.0,2,3,2,1185,Dpp6;Rad18,2
720542,batch04,58.5,60.0,2,6,3,2172,Col23a1;Spata16;Sclt1,3
720617,batch03,31.857142857142858,40.0,3,7,4,3957,Gon4l;1500004A13Rik;Rit1;Adar;5830417I10Rik,5
720685,batch04,26.285714285714285,3.0,4,7,6,2205,Gm21092;6820431F20Rik;Snx16;2610005L07Rik,4
720721,batch04,55.666666666666664,60.0,1,3,2,871,Csmd1,1
720722,batch04,60.0,60.0,2,4,2,2240,Ncbp3;D8Ertd738e;Yju2b;Dnajb1,4
720736,batch01,60.0,60.0,2,4,2,1546,Kat6b,1
720758,batch03,60.0,60.0,1,5,4,2202,Pard3,1
720768,batch04,60.0,60.0,1,2,2,1016,Galntl6,1
720797,batch03,60.0,60.0,1,2,2,1042,Arhgap10;Arhgef18,2
720830,batch03,48.5,60.0,1,4,2,1630,Tmem178b,1
720841,batch03,53.4,60.0,1,5,2,2031,Cdh13;Cmip,2
720843,batch02,60.0,60.0,1,5,3,2044,Pgbd5;Zfhx3,2
720848,batch03,37.5,37.5,1,2,2,1266,Lmntd1,1
720855,batch01,46.0,60.0,2,3,3,1353,Greb1l;Nalf1,2
720891,batch03,7.285714285714286,4.0,3,7,4,2211,Gm5373,1
720902,batch04,60.0,60.0,1,3,3,1312,Arhgap10;Gm45740,2
720912,batch01,60.0,60.0,1,4,2,2104,Arvcf;Med15,2
720947,batch04,60.0,60.0,1,9,2,3006,Marchf1,1
720974,batch03,60.0,60.0,1,7,4,2553,Cacna1a;Tmco3;Mtmr7;Dctn6,4
720982,batch01,60.0,60.0,1,2,2,1342,Gse1;Jph3,2
720989,batch04,60.0,60.0,1,5,4,1746,Zswim4;Chd9;Zc3h18,3
721006,batch04,22.5,10.5,2,6,3,1908,Rps23rg1,1
721051,batch01,60.0,60.0,2,2,2,1229,Marveld3,1
721095,batch03,60.0,60.0,1,3,2,1084,Nrros;Ubxn7,2
721118,batch01,35.666666666666664,30.0,1,3,2,1075,Grin2a;Clec16a,2
721139,batch04,40.0,46.0,1,3,2,1741,Ciapin1,1
721204,batch04,54.0,60.0,2,7,3,2674,Wdr95,1
721308,batch03,49.0,60.0,1,5,2,1829,Rhod;Kdm2a;Kmt5b,3
721330,batch04,50.166666666666664,60.0,1,6,2,1603,1700030F04Rik,1
721438,batch01,60.0,60.0,2,2,2,899,Clvs2,1
721631,batch01,40.142857142857146,60.0,3,7,4,1846,Ccnl2;Gpr137c,2
721645,batch03,60.0,60.0,2,2,2,820,Tenm3,1
721695,batch03,22.2,18.0,3,5,3,1780,Plcl1;Add1,2
721882,batch04,48.5,60.0,3,4,3,1381,Gm20008,1
721948,batch03,30.5,30.5,2,2,2,932,Col23a1,1
721987,batch04,57.0,60.0,1,6,3,1908,Gm19089;Fry;Cyp3a44,3
722004,batch04,47.0,47.0,1,2,2,1166,Gm21847;Ccdc146,2
722035,batch04,48.75,60.0,1,4,2,1308,Pds5a;Lrrc17,2
722099,batch01,54.25,60.0,2,4,2,1090,2900005J15Rik,1
722113,batch01,60.0,60.0,1,2,2,1380,Mpo;Msi2,2
722339,batch01,60.0,60.0,1,3,2,1021,Prickle2;Moxd2,2
722340,batch03,60.0,60.0,1,2,2,878,Tmtc1,1
722347,batch03,60.0,60.0,1,3,2,1104,Zfp862-ps;Gm43154,2
722348,batch04,60.0,60.0,1,3,2,1165,Etv6;Gm31108,2
722355,batch02,30.2,18.0,5,5,5,1406,Ipo8,1
722359,batch04,60.0,60.0,1,3,2,1181,Cacna1c,1
722361,batch03,45.0,60.0,3,4,3,1341,Tmtc1;Adra1b,2
722371,batch04,60.0,60.0,1,4,2,1349,Fancd2,1
722390,batch04,57.8,60.0,2,5,2,1953,Ctbp1;Qrfprl;Tnip3,3
722409,batch04,60.0,60.0,2,2,2,1173,Foxp2;Cacna1a,2
722415,batch02,60.0,60.0,1,2,2,852,Pparg;Cacna1c,2
722416,batch04,60.0,60.0,1,2,2,853,Aebp2,1
722499,batch04,52.5,52.5,2,2,2,802,Oxr1,1
722538,batch04,41.0,41.0,2,2,2,813,1600010M07Rik,1
722605,batch04,54.42857142857143,60.0,2,7,4,2721,4930488L21Rik;Glp2r,2
722675,batch04,58.666666666666664,60.0,2,3,2,1083,Unc5d,1
722684,batch04,52.166666666666664,60.0,1,6,3,1945,Wee2;Sox5,2
722687,batch04,45.375,60.0,1,8,4,2562,Vat1l;Fa2h,2
722709,batch01,60.0,60.0,1,4,3,2361,Wwox;Vat1l;Zfp423;Mtmr7,4
722744,batch03,43.0,60.0,1,3,2,1017,Tex45;1700015I17Rik,2
722746,batch01,60.0,60.0,1,3,3,1368,Tenm3;Adamts18,2
722749,batch01,53.285714285714285,60.0,1,7,4,2678,Nip7;Csgalnact1;Zc3h18,3
722752,batch01,43.333333333333336,60.0,2,3,3,1284,E330018M18Rik;AA386476;Sh3rf3,3
722754,batch03,60.0,60.0,2,4,3,1443,Mri1,1
722766,batch01,60.0,60.0,2,2,2,887,Dpy19l2;Phactr2,2
722792,batch04,43.2,56.0,2,5,2,1321,Ccdc110,1
722799,batch03,43.5,56.0,1,4,3,1283,Marchf1;Gm30605,2
722834,batch01,54.714285714285715,60.0,1,7,2,1636,Cdh13,1
722837,batch01,51.4,60.0,3,5,5,1608,Zfhx3;Brme1;Eps15,3
722839,batch03,55.357142857142854,60.0,1,14,4,5237,Urb2;Hsd17b2;Adamts18;Mphosph6;Cdh13,5
722845,batch03,40.333333333333336,60.0,3,3,3,1395,Gucy1b2;Cdh13,2
722850,batch04,60.0,60.0,1,2,2,948,Gm11033;Frem3,2
722853,batch04,18.375,6.0,3,8,5,2816,Crtc1;Inpp4b,2
722864,batch01,46.0,60.0,3,4,3,1942,Acsf3,1
722874,batch04,48.38461538461539,60.0,2,13,8,3496,Marveld3;Apod;Znrf1;Tma16;Marchf1;Phlpp2;Wrn,7
722888,batch04,36.833333333333336,50.0,4,6,4,2484,Hnf4g;Fam47e,2
722890,batch04,56.714285714285715,60.0,1,7,3,2278,Mgat4d,1
722957,batch04,46.25,47.5,1,4,2,1140,Gm45893,1
722977,batch03,49.0,60.0,2,4,2,1430,Sfmbt1,1
722980,batch04,43.57142857142857,51.0,2,7,3,2850,Tuft1;Cd5l;Arhgef11;Snx27;Gm15264,5
723003,batch01,60.0,60.0,1,4,2,1516,Hnf4g,1
723007,batch04,60.0,60.0,1,2,2,897,Bltp1,1
723081,batch03,60.0,60.0,1,5,3,1461,Gm45497,1
723114,batch02,40.857142857142854,60.0,2,7,3,1604,Gm13849;Nsf;Plxna4,3
723117,batch04,51.142857142857146,60.0,1,7,2,2324,Arhgap27;Fmnl1,2
723118,batch04,48.5,60.0,1,12,3,3136,Dcakd;Plcd3;Plekhm1;Gfap,4
723257,batch04,60.0,60.0,1,2,2,1317,Niban2,1
723342,batch03,60.0,60.0,1,5,2,2203,Camk1d;Bend7,2
723347,batch04,50.0,60.0,3,6,3,2377,Plekhg6;Cltc,2
723393,batch04,54.333333333333336,60.0,2,6,3,2093,Pacsin1;Scube3,2
723425,batch04,46.90909090909091,54.0,2,11,3,3771,Ergic1;Gm41555;Ell,3
723431,batch04,60.0,60.0,1,5,2,2333,Nf1,1
723512,batch04,53.0,60.0,2,10,3,3643,Rai1;Pgs1;Srebf1;Tmc8;Csmd1,5
723533,batch03,46.0,60.0,2,6,4,1893,Pkd1l1;Adcy1,2
723537,batch04,60.0,60.0,1,3,2,1734,Inpp5k;Tnip1,2
723575,batch01,60.0,60.0,1,5,2,1827,Ranbp17;Mgat4b,2
723581,batch01,60.0,60.0,1,3,2,1374,Sec24a;Traf4,2
723635,batch01,60.0,60.0,1,2,2,987,Ppp1r9a,1
